SalesID,Date,ProductID,CustomerID,RegionID,Quantity,UnitPrice,Discount,Amount,Cost
1882,2023-07-26,66,61,2,1,98.28,0.1,88.45,72.75
1883,2023-07-26,23,173,4,2,698.45,0.0,1396.89,1179.11
1884,2023-07-26,6,220,4,1,509.34,0.0,509.34,424.16
1885,2023-07-26,5,73,2,4,406.67,0.1,1464.01,1177.3
1886,2023-07-26,27,97,3,2,631.96,0.1,1137.52,713.88
1887,2023-07-26,57,181,1,2,158.14,0.0,316.27,221.36
1888,2023-07-27,36,151,2,1,665.27,0.0,665.27,477.43
1889,2023-07-27,21,15,2,2,376.99,0.0,753.98,637.43
1890,2023-07-27,6,62,3,3,138.52,0.1,374.0,285.87
1891,2023-07-28,56,190,4,1,506.86,0.0,506.86,308.0
1892,2023-07-28,34,89,2,1,593.04,0.15,504.08,343.91
1893,2023-07-28,5,205,2,1,306.39,0.15,260.43,175.07
1894,2023-07-28,12,131,1,1,262.72,0.05,249.58,211.43
1895,2023-07-29,72,83,4,2,704.53,0.05,1338.61,1128.07
1896,2023-07-29,60,106,2,1,60.36,0.1,54.32,35.1
1897,2023-07-29,27,45,4,1,389.51,0.0,389.51,321.02
1898,2023-07-29,25,99,4,1,463.24,0.0,463.24,372.95
1899,2023-07-29,36,120,1,1,117.03,0.0,117.03,93.96
1900,2023-07-29,54,52,1,2,122.21,0.0,244.43,151.49
1901,2023-07-29,18,211,1,1,427.21,0.0,427.21,283.56
1902,2023-07-29,51,16,4,2,330.5,0.05,627.94,497.49
1903,2023-07-29,45,8,2,2,395.36,0.1,711.65,449.7
1904,2023-07-29,31,44,3,3,72.99,0.0,218.96,159.69
1905,2023-07-29,16,249,3,3,232.59,0.0,697.76,463.9
1906,2023-07-29,27,240,1,5,428.08,0.0,2140.42,1351.92
1907,2023-07-29,69,158,1,1,610.16,0.0,610.16,422.73
1908,2023-07-30,65,119,1,1,80.04,0.05,76.04,52.32
1909,2023-07-30,72,10,5,2,198.17,0.0,396.35,294.31
1910,2023-07-30,17,136,1,1,575.11,0.1,517.6,313.5
1911,2023-07-30,64,46,1,1,242.03,0.0,242.03,147.2
1912,2023-07-30,48,224,3,1,373.77,0.0,373.77,248.47
1913,2023-07-30,40,153,3,1,144.16,0.0,144.16,112.7
1914,2023-07-30,50,174,4,2,490.66,0.1,883.2,535.83
1915,2023-07-30,30,100,1,4,331.01,0.0,1324.03,1080.97
1916,2023-07-30,18,249,2,1,109.72,0.0,109.72,77.4
1917,2023-07-30,1,8,5,1,463.48,0.1,417.14,314.23
1918,2023-07-30,8,168,1,1,794.3,0.05,754.58,526.01
1919,2023-07-31,28,111,4,2,706.27,0.05,1341.92,1028.74
1920,2023-07-31,63,192,4,3,752.54,0.0,2257.62,1367.48
1921,2023-07-31,48,159,5,4,188.76,0.1,679.53,568.56
1922,2023-07-31,44,10,5,3,316.41,0.0,949.24,620.54
1923,2023-07-31,5,70,5,3,168.39,0.1,454.66,332.11
1924,2023-07-31,69,76,5,2,417.59,0.0,835.18,565.54
1925,2023-07-31,7,241,4,1,560.7,0.1,504.63,407.14
1926,2023-07-31,44,123,1,4,536.81,0.0,2147.24,1794.84
1927,2023-07-31,5,211,1,1,165.81,0.0,165.81,131.93
1928,2023-07-31,73,243,3,3,666.71,0.0,2000.12,1283.92
1929,2023-07-31,52,128,5,1,215.3,0.0,215.3,178.68
1930,2023-08-01,71,118,4,1,122.37,0.1,110.13,80.31
1931,2023-08-01,9,102,2,1,542.5,0.05,515.37,427.84
1932,2023-08-01,2,155,2,2,261.0,0.05,495.9,413.16
1933,2023-08-01,23,141,2,1,312.39,0.0,312.39,242.6
1934,2023-08-01,67,185,5,1,626.72,0.05,595.39,455.84
1935,2023-08-01,31,203,2,1,756.15,0.15,642.73,509.96
1936,2023-08-01,8,77,5,1,728.4,0.1,655.56,485.61
1937,2023-08-01,50,202,4,4,484.48,0.0,1937.9,1261.95
1938,2023-08-02,67,249,3,1,719.63,0.0,719.63,547.27
1939,2023-08-02,69,112,5,2,370.93,0.1,667.67,500.06
1940,2023-08-02,69,160,5,4,474.44,0.05,1802.88,1171.3
1941,2023-08-02,46,92,2,2,224.98,0.1,404.96,320.74
1942,2023-08-02,1,63,2,4,653.96,0.0,2615.84,2117.97
1943,2023-08-02,51,72,3,2,173.67,0.1,312.61,232.85
1944,2023-08-02,12,205,5,2,21.86,0.0,43.73,31.87
1945,2023-08-02,47,127,2,2,165.28,0.0,330.56,232.26
1946,2023-08-02,59,163,1,1,347.95,0.0,347.95,250.05
1947,2023-08-02,33,72,4,1,474.73,0.0,474.73,380.78
1948,2023-08-02,2,14,1,3,107.68,0.0,323.04,194.61
1949,2023-08-03,64,24,4,1,593.32,0.05,563.65,407.89
1950,2023-08-03,6,98,5,1,569.43,0.1,512.49,390.48
1951,2023-08-03,44,129,1,3,719.9,0.0,2159.7,1327.1
1952,2023-08-03,23,208,1,1,292.15,0.0,292.15,216.76
1953,2023-08-03,46,169,1,1,221.16,0.0,221.16,185.83
1954,2023-08-03,23,23,3,2,696.68,0.1,1254.02,959.55
1955,2023-08-03,67,132,2,1,381.4,0.0,381.4,252.75
1956,2023-08-03,74,30,1,4,500.92,0.1,1803.3,1336.16
1957,2023-08-03,74,96,3,5,85.89,0.1,386.51,306.7
1958,2023-08-03,12,102,2,1,182.12,0.1,163.91,132.47
1959,2023-08-03,16,244,4,2,495.0,0.0,989.99,765.19
1960,2023-08-03,7,120,3,4,117.85,0.0,471.4,358.11
1961,2023-08-04,69,23,1,2,133.16,0.0,266.32,166.39
1962,2023-08-04,58,28,4,1,668.52,0.1,601.66,416.92
1963,2023-08-04,72,48,1,2,258.32,0.0,516.64,377.82
1964,2023-08-04,41,236,1,1,31.79,0.15,27.02,22.08
1965,2023-08-04,21,162,2,3,422.23,0.1,1140.02,815.55
1966,2023-08-04,12,29,3,5,61.42,0.0,307.09,195.95
1967,2023-08-04,24,18,4,2,664.14,0.0,1328.27,1044.7
1968,2023-08-04,23,40,2,1,655.75,0.0,655.75,471.19
1969,2023-08-04,62,17,3,3,178.4,0.0,535.19,343.53
1970,2023-08-05,70,11,4,5,311.62,0.05,1480.18,1229.85
1971,2023-08-05,48,147,4,2,207.35,0.05,393.96,279.37
1972,2023-08-05,14,231,2,2,297.6,0.0,595.2,360.5
1973,2023-08-05,43,155,1,2,662.15,0.05,1258.08,879.86
1974,2023-08-05,54,8,1,1,781.38,0.0,781.38,518.51
1975,2023-08-05,34,181,5,2,271.42,0.0,542.84,438.08
1976,2023-08-05,70,206,2,1,427.75,0.0,427.75,259.11
1977,2023-08-05,49,157,2,4,373.18,0.0,1492.72,1261.56
1978,2023-08-05,49,9,4,2,373.04,0.0,746.09,545.65
1979,2023-08-05,29,47,2,2,181.92,0.0,363.84,272.23
1980,2023-08-05,13,66,5,2,509.12,0.15,865.51,569.07
1981,2023-08-05,35,41,2,1,572.66,0.05,544.03,326.68
1982,2023-08-05,19,149,2,2,639.34,0.1,1150.81,969.09
1983,2023-08-06,37,130,1,1,351.74,0.0,351.74,263.93
1984,2023-08-06,25,105,4,2,55.4,0.0,110.79,94.01
1985,2023-08-06,66,239,2,3,745.32,0.05,2124.16,1449.61
1986,2023-08-06,56,128,5,1,234.94,0.1,211.45,128.12
1987,2023-08-06,43,54,2,1,509.92,0.0,509.92,312.63
1988,2023-08-06,61,201,4,1,85.74,0.0,85.74,52.85
1989,2023-08-06,27,130,5,2,609.04,0.0,1218.09,980.36
1990,2023-08-06,15,135,5,2,700.15,0.05,1330.28,979.05
1991,2023-08-07,16,236,3,1,547.53,0.05,520.15,328.18
1992,2023-08-07,38,162,3,4,718.74,0.0,2874.98,2144.12
1993,2023-08-07,70,217,3,1,538.2,0.0,538.2,424.9
1994,2023-08-07,31,94,4,3,397.49,0.0,1192.47,724.75
1995,2023-08-07,20,42,3,1,590.46,0.05,560.94,434.67
1996,2023-08-07,65,157,1,2,780.38,0.0,1560.76,1135.76
1997,2023-08-07,27,30,1,2,45.07,0.1,81.13,54.4
1998,2023-08-07,52,7,2,1,652.04,0.05,619.44,459.09
1999,2023-08-07,38,87,3,1,622.43,0.1,560.19,443.28
2000,2023-08-07,46,182,5,2,127.45,0.05,242.15,173.14
2001,2023-08-07,17,126,5,2,463.31,0.0,926.62,577.04
2002,2023-08-07,61,45,5,3,185.37,0.0,556.11,364.22
2003,2023-08-08,60,88,2,1,262.65,0.0,262.65,196.91
2004,2023-08-08,47,63,4,1,621.64,0.0,621.64,511.24
2005,2023-08-08,58,198,1,5,462.0,0.1,2079.01,1299.56
2006,2023-08-08,18,191,3,2,698.35,0.0,1396.69,997.52
2007,2023-08-08,13,12,4,1,158.14,0.0,158.14,102.12
2008,2023-08-08,37,74,1,3,106.13,0.1,286.55,230.22
2009,2023-08-08,13,31,3,2,429.04,0.0,858.09,531.16
2010,2023-08-08,61,147,4,2,499.41,0.0,998.82,698.93
2011,2023-08-08,6,202,5,2,445.59,0.0,891.18,680.17
2012,2023-08-08,22,48,5,3,131.85,0.0,395.55,254.14
2013,2023-08-08,32,83,1,1,526.6,0.1,473.94,310.66
2014,2023-08-09,43,106,3,1,245.86,0.0,245.86,162.41
2015,2023-08-09,53,108,1,4,740.35,0.05,2813.32,2118.55
2016,2023-08-09,37,204,4,3,594.28,0.0,1782.84,1105.62
2017,2023-08-10,27,105,4,2,485.87,0.0,971.74,634.72
2018,2023-08-10,25,59,3,1,572.58,0.0,572.58,451.11
2019,2023-08-10,25,14,4,2,182.79,0.05,347.3,223.5
2020,2023-08-10,22,220,2,5,435.85,0.0,2179.27,1486.7
2021,2023-08-10,43,87,2,1,347.37,0.05,330.0,273.29
2022,2023-08-10,8,54,5,1,133.6,0.0,133.6,85.82
2023,2023-08-10,53,148,1,2,462.56,0.0,925.13,597.4
2024,2023-08-10,18,206,4,2,100.27,0.1,180.48,150.59
2025,2023-08-10,24,217,2,1,257.67,0.0,257.67,203.04
2026,2023-08-10,17,56,5,1,413.0,0.0,413.0,338.95
2027,2023-08-11,67,243,2,1,138.84,0.15,118.02,98.8
2028,2023-08-11,70,140,4,5,779.57,0.05,3702.95,3136.9
2029,2023-08-11,3,200,4,1,613.77,0.1,552.39,430.58
2030,2023-08-11,49,15,5,2,54.96,0.05,104.41,66.33
2031,2023-08-11,34,117,1,1,103.81,0.1,93.43,56.48
2032,2023-08-11,69,213,2,1,635.21,0.0,635.21,416.96
2033,2023-08-11,33,167,4,2,374.82,0.1,674.67,422.83
2034,2023-08-11,24,205,2,2,545.53,0.05,1036.51,848.79
2035,2023-08-11,28,195,1,1,711.38,0.0,711.38,439.24
2036,2023-08-11,74,198,5,1,428.86,0.0,428.86,354.02
2037,2023-08-11,9,72,2,1,424.67,0.0,424.67,297.64
2038,2023-08-11,2,108,2,2,642.13,0.0,1284.26,1036.72
2039,2023-08-11,52,114,2,1,626.62,0.05,595.29,477.96
2040,2023-08-12,54,31,2,1,76.52,0.15,65.04,41.81
2041,2023-08-12,64,11,3,1,740.35,0.0,740.35,450.98
2042,2023-08-12,5,150,3,1,239.23,0.1,215.31,157.08
2043,2023-08-12,31,143,2,4,139.24,0.0,556.96,359.11
2044,2023-08-12,34,24,1,3,368.36,0.1,994.58,627.58
2045,2023-08-12,19,3,3,3,697.71,0.05,1988.48,1337.31
2046,2023-08-12,11,146,4,1,772.69,0.05,734.05,593.03
2047,2023-08-12,6,224,1,1,299.08,0.0,299.08,223.74
2048,2023-08-12,46,157,4,4,732.34,0.0,2929.38,2390.47
2049,2023-08-12,14,78,5,1,669.58,0.05,636.1,398.54
2050,2023-08-13,26,7,2,4,428.74,0.0,1714.95,1277.44
2051,2023-08-13,69,41,3,2,592.38,0.0,1184.75,781.27
2052,2023-08-13,45,208,2,4,416.21,0.0,1664.84,1017.57
2053,2023-08-13,44,244,3,1,271.16,0.0,271.16,207.62
2054,2023-08-13,54,129,4,2,713.98,0.0,1427.95,888.79
2055,2023-08-13,47,190,5,1,534.82,0.1,481.33,362.47
2056,2023-08-13,5,125,2,1,246.48,0.15,209.51,166.14
2057,2023-08-13,58,39,2,2,746.88,0.0,1493.76,1146.23
2058,2023-08-13,47,213,3,1,428.83,0.0,428.83,342.94
2059,2023-08-14,61,151,5,1,269.97,0.15,229.47,169.59
2060,2023-08-14,32,14,5,4,463.25,0.05,1760.35,1186.02
2061,2023-08-14,47,28,2,1,706.7,0.1,636.03,416.61
2062,2023-08-14,4,141,5,4,284.14,0.0,1136.56,714.27
2063,2023-08-14,5,45,2,1,141.38,0.05,134.31,113.54
2064,2023-08-14,25,87,4,1,146.64,0.05,139.31,85.47
2065,2023-08-14,54,249,1,5,634.6,0.05,3014.37,2326.07
2066,2023-08-14,11,62,2,4,229.11,0.1,824.81,687.63
2067,2023-08-14,68,180,3,4,584.11,0.0,2336.46,1829.11
2068,2023-08-14,58,237,1,1,280.6,0.05,266.57,190.95
2069,2023-08-15,54,171,3,3,698.05,0.0,2094.15,1611.03
2070,2023-08-15,8,157,2,1,557.44,0.15,473.83,337.08
2071,2023-08-15,52,73,2,2,613.29,0.0,1226.57,769.03
2072,2023-08-15,54,33,4,2,733.56,0.0,1467.12,969.39
2073,2023-08-15,59,44,5,2,318.42,0.1,573.15,424.03
2074,2023-08-15,18,224,3,2,484.51,0.1,872.11,610.91
2075,2023-08-15,69,60,3,1,176.03,0.0,176.03,123.92
2076,2023-08-16,28,111,2,1,88.91,0.0,88.91,54.44
2077,2023-08-16,75,204,4,3,621.49,0.05,1771.23,1446.57
2078,2023-08-16,24,105,1,2,356.37,0.05,677.11,447.65
2079,2023-08-16,16,148,4,2,489.54,0.05,930.13,604.09
2080,2023-08-16,49,57,1,2,322.82,0.0,645.64,520.59
2081,2023-08-16,52,137,4,3,65.25,0.0,195.75,139.18
2082,2023-08-16,21,16,5,1,290.86,0.0,290.86,216.01
2083,2023-08-16,18,198,5,2,250.13,0.0,500.25,423.5
2084,2023-08-16,6,189,2,5,649.09,0.0,3245.47,2669.2
2085,2023-08-17,1,68,2,2,111.52,0.0,223.04,147.9
2086,2023-08-17,52,124,3,1,722.85,0.0,722.85,610.68
2087,2023-08-17,20,143,5,2,536.67,0.0,1073.35,861.26
2088,2023-08-17,30,57,1,4,40.1,0.05,152.37,109.64
2089,2023-08-17,58,120,3,1,289.92,0.0,289.92,226.5
2090,2023-08-17,74,237,2,1,189.06,0.0,189.06,132.98
2091,2023-08-17,61,185,1,2,590.63,0.1,1063.13,868.81
2092,2023-08-17,33,249,4,1,748.76,0.0,748.76,619.82
2093,2023-08-17,15,181,1,2,609.24,0.1,1096.64,931.05
2094,2023-08-17,60,45,5,1,276.76,0.0,276.76,169.82
2095,2023-08-17,1,198,2,1,26.48,0.0,26.48,16.32
2096,2023-08-17,46,32,5,5,131.68,0.0,658.41,399.56
2097,2023-08-17,54,244,5,2,169.61,0.05,322.25,268.86
2098,2023-08-17,41,196,5,1,172.76,0.0,172.76,120.13
2099,2023-08-17,29,43,1,1,548.4,0.05,520.98,441.44
2100,2023-08-17,10,71,2,4,270.0,0.1,972.01,669.01
2101,2023-08-18,8,232,2,4,765.61,0.05,2909.3,2461.54
2102,2023-08-18,29,198,5,5,623.12,0.0,3115.62,1881.74
2103,2023-08-18,66,57,3,1,449.1,0.0,449.1,313.24
2104,2023-08-18,13,80,1,1,337.61,0.0,337.61,241.57
2105,2023-08-18,1,112,1,4,492.89,0.0,1971.57,1292.56
2106,2023-08-18,6,21,3,2,776.6,0.05,1475.54,1064.28
2107,2023-08-18,50,31,2,3,348.64,0.0,1045.92,644.77
2108,2023-08-18,23,47,5,2,240.76,0.05,457.44,293.7
2109,2023-08-18,32,207,1,3,397.27,0.1,1072.62,876.63
2110,2023-08-18,2,159,1,1,728.14,0.0,728.14,577.81
2111,2023-08-19,20,117,5,1,566.1,0.1,509.49,328.68
2112,2023-08-19,3,89,5,3,189.77,0.0,569.3,397.87
2113,2023-08-19,35,20,3,1,525.31,0.1,472.78,316.0
2114,2023-08-19,15,10,1,4,710.84,0.0,2843.35,1763.9
2115,2023-08-19,16,4,2,1,704.94,0.0,704.94,446.18
2116,2023-08-19,55,116,5,1,683.9,0.1,615.51,497.79
2117,2023-08-20,8,32,3,2,224.76,0.0,449.51,359.24
2118,2023-08-20,50,196,4,3,197.15,0.1,532.32,440.63
2119,2023-08-20,36,108,4,2,747.38,0.0,1494.75,1175.6
2120,2023-08-20,5,167,1,2,675.1,0.05,1282.69,920.99
2121,2023-08-20,64,173,3,3,439.7,0.1,1187.2,832.54
2122,2023-08-20,16,43,3,5,26.78,0.0,133.89,98.92
2123,2023-08-20,44,117,2,1,278.24,0.0,278.24,204.28
2124,2023-08-20,53,96,1,1,617.78,0.1,556.0,461.2
2125,2023-08-20,73,19,2,1,581.36,0.0,581.36,425.98
2126,2023-08-20,50,237,1,1,144.7,0.0,144.7,117.6
2127,2023-08-20,41,204,5,1,161.58,0.0,161.58,129.57
2128,2023-08-21,34,239,5,2,360.27,0.0,720.54,444.47
2129,2023-08-21,29,97,2,2,227.94,0.0,455.88,276.42
2130,2023-08-21,19,139,3,1,300.74,0.05,285.71,211.87
2131,2023-08-21,72,182,3,1,405.66,0.0,405.66,318.96
2132,2023-08-21,19,60,4,4,578.06,0.0,2312.23,1445.35
2133,2023-08-21,51,66,2,1,384.6,0.0,384.6,261.79
2134,2023-08-21,70,192,1,1,231.07,0.0,231.07,180.49
2135,2023-08-21,10,208,4,3,222.73,0.0,668.2,561.69
2136,2023-08-21,9,205,5,1,237.27,0.0,237.27,177.99
2137,2023-08-21,22,229,3,2,229.28,0.0,458.57,344.54
2138,2023-08-22,74,113,5,2,787.87,0.05,1496.95,959.51
2139,2023-08-22,23,249,2,2,200.54,0.0,401.09,252.42
2140,2023-08-22,53,188,2,1,267.3,0.0,267.3,168.29
2141,2023-08-22,3,142,2,1,350.4,0.0,350.4,275.93
2142,2023-08-22,16,152,1,1,309.4,0.0,309.4,214.27
2143,2023-08-22,5,31,5,3,465.25,0.0,1395.74,913.48
2144,2023-08-22,45,41,2,3,46.83,0.15,119.43,76.88
2145,2023-08-22,61,59,4,2,288.58,0.0,577.17,390.67
2146,2023-08-22,13,67,5,3,90.3,0.1,243.82,204.99
2147,2023-08-23,50,45,2,1,58.85,0.0,58.85,44.11
2148,2023-08-23,50,82,4,2,324.18,0.0,648.35,517.92
2149,2023-08-23,74,174,4,1,549.19,0.0,549.19,383.0
2150,2023-08-23,39,194,2,1,464.6,0.1,418.14,264.26
2151,2023-08-23,41,148,4,2,679.4,0.05,1290.86,889.35
2152,2023-08-23,67,219,5,1,351.45,0.05,333.88,235.53
2153,2023-08-23,18,150,2,1,117.03,0.15,99.48,61.91
2154,2023-08-24,30,118,1,3,421.4,0.0,1264.21,932.87
2155,2023-08-24,54,117,3,1,404.39,0.0,404.39,299.01
2156,2023-08-24,65,40,1,4,190.47,0.15,647.59,415.74
2157,2023-08-24,46,84,1,3,734.05,0.0,2202.16,1667.0
2158,2023-08-24,36,47,1,1,212.46,0.1,191.22,119.64
2159,2023-08-24,8,17,4,1,366.46,0.05,348.14,230.0
2160,2023-08-24,41,142,4,2,700.05,0.0,1400.1,1119.55
2161,2023-08-24,66,10,1,2,781.55,0.0,1563.11,1151.22
2162,2023-08-25,60,1,5,4,569.42,0.05,2163.78,1779.52
2163,2023-08-25,60,14,3,3,741.47,0.1,2001.97,1420.9
2164,2023-08-25,4,228,3,2,234.36,0.05,445.29,346.11
2165,2023-08-25,41,47,1,3,502.33,0.05,1431.64,1126.39
2166,2023-08-25,45,136,4,1,270.53,0.0,270.53,170.8
2167,2023-08-25,72,201,1,1,72.41,0.1,65.17,40.09
2168,2023-08-25,48,125,4,5,759.91,0.1,3419.57,2577.52
2169,2023-08-25,53,185,3,1,617.74,0.0,617.74,455.98
2170,2023-08-25,70,84,4,3,686.38,0.0,2059.14,1573.6
2171,2023-08-25,66,218,5,1,105.67,0.05,100.39,66.34
2172,2023-08-26,67,7,4,3,700.92,0.05,1997.61,1484.47
2173,2023-08-26,22,44,3,2,688.35,0.05,1307.87,954.15
2174,2023-08-26,71,132,2,2,57.37,0.0,114.73,88.54
2175,2023-08-26,14,215,1,1,294.1,0.05,279.4,192.8
2176,2023-08-26,54,130,2,1,390.92,0.0,390.92,299.74
2177,2023-08-27,51,135,1,1,524.28,0.1,471.85,352.91
2178,2023-08-27,45,249,1,2,314.72,0.05,597.96,476.75
2179,2023-08-27,17,36,5,1,206.99,0.0,206.99,141.7
2180,2023-08-27,30,15,1,2,657.85,0.0,1315.7,1114.59
2181,2023-08-27,53,1,2,2,579.3,0.0,1158.61,788.68
2182,2023-08-27,59,14,1,3,735.25,0.05,2095.46,1415.86
2183,2023-08-27,47,214,4,3,712.38,0.0,2137.13,1556.98
2184,2023-08-27,74,166,3,1,459.44,0.0,459.44,357.02
2185,2023-08-27,11,144,1,2,504.54,0.0,1009.08,722.47
2186,2023-08-27,59,208,4,1,173.76,0.0,173.76,137.92
2187,2023-08-28,55,204,4,2,443.4,0.0,886.81,580.06
2188,2023-08-28,10,57,3,5,638.02,0.1,2871.08,2061.13
2189,2023-08-28,16,89,5,2,314.55,0.0,629.1,460.67
2190,2023-08-28,43,113,2,4,537.34,0.1,1934.41,1311.23
2191,2023-08-28,59,65,3,1,207.39,0.0,207.39,151.97
2192,2023-08-28,59,44,3,1,104.09,0.05,98.89,78.02
2193,2023-08-28,44,121,2,2,136.27,0.0,272.54,170.65
2194,2023-08-29,45,94,1,1,105.51,0.0,105.51,77.38
2195,2023-08-29,3,174,2,4,493.1,0.0,1972.39,1196.28
2196,2023-08-29,48,106,1,4,438.6,0.15,1491.25,1209.2
2197,2023-08-29,62,32,2,1,639.04,0.1,575.14,355.88
2198,2023-08-29,46,5,3,2,531.92,0.0,1063.85,871.85
2199,2023-08-30,68,40,1,1,374.44,0.05,355.72,291.94
2200,2023-08-30,3,172,5,2,631.54,0.0,1263.08,841.03
2201,2023-08-30,55,180,1,1,234.31,0.0,234.31,168.28
2202,2023-08-30,64,152,1,2,718.51,0.0,1437.01,931.27
2203,2023-08-30,64,91,4,5,375.81,0.0,1879.04,1190.42
2204,2023-08-30,18,49,4,2,401.12,0.1,722.02,543.09
2205,2023-08-30,8,35,2,1,780.15,0.05,741.15,567.07
2206,2023-08-30,18,104,3,2,675.44,0.0,1350.88,847.72
2207,2023-08-30,8,224,2,1,265.46,0.0,265.46,216.27
2208,2023-08-31,70,131,3,3,394.66,0.0,1183.98,1000.77
2209,2023-08-31,38,151,1,2,277.23,0.1,499.01,352.48
2210,2023-08-31,41,237,4,2,779.93,0.1,1403.88,1180.76
2211,2023-08-31,28,200,2,3,172.65,0.0,517.94,386.96
2212,2023-08-31,5,15,3,1,469.19,0.0,469.19,329.04
2213,2023-08-31,2,154,4,3,435.81,0.0,1307.43,983.9
2214,2023-08-31,49,100,2,1,774.55,0.0,774.55,484.46
2215,2023-08-31,73,242,5,4,575.56,0.0,2302.24,1495.53
2216,2023-08-31,8,9,5,2,30.29,0.0,60.57,37.68
2217,2023-08-31,39,203,4,1,47.64,0.0,47.64,32.05
2218,2023-08-31,29,164,2,2,436.13,0.05,828.65,670.27
2219,2023-08-31,42,60,2,2,408.71,0.0,817.42,646.08
2220,2023-09-01,67,110,4,2,138.41,0.0,276.81,186.14
2221,2023-09-01,28,63,3,1,701.75,0.1,631.57,383.2
2222,2023-09-01,59,98,3,1,700.28,0.0,700.28,449.42
2223,2023-09-01,2,167,1,1,69.86,0.0,69.86,57.87
2224,2023-09-01,42,216,4,1,130.32,0.05,123.8,96.99
2225,2023-09-01,52,28,2,5,113.16,0.0,565.8,394.96
2226,2023-09-01,30,161,4,3,432.12,0.0,1296.36,1081.87
2227,2023-09-01,57,162,1,2,70.11,0.1,126.2,91.57
2228,2023-09-01,28,75,3,1,281.36,0.0,281.36,230.77
2229,2023-09-01,63,240,1,1,787.25,0.0,787.25,580.03
2230,2023-09-01,11,145,2,1,603.33,0.05,573.16,356.55
2231,2023-09-01,10,241,4,1,712.66,0.0,712.66,507.63
2232,2023-09-01,36,105,1,4,721.04,0.05,2739.97,2234.29
2233,2023-09-02,39,64,1,1,715.6,0.05,679.82,478.08
2234,2023-09-02,70,214,5,2,147.1,0.0,294.19,215.95
2235,2023-09-02,49,43,3,2,433.82,0.15,737.49,521.57
2236,2023-09-02,27,238,5,1,32.5,0.05,30.87,19.84
2237,2023-09-02,71,35,5,1,63.63,0.0,63.63,44.38
2238,2023-09-02,58,161,5,1,140.96,0.1,126.87,86.81
2239,2023-09-02,28,140,5,1,222.81,0.05,211.67,158.87
2240,2023-09-02,20,81,5,2,154.24,0.05,293.05,215.88
2241,2023-09-02,41,242,3,2,418.97,0.0,837.94,569.69
2242,2023-09-02,44,226,1,3,776.17,0.1,2095.67,1590.37
2243,2023-09-02,59,13,3,1,723.44,0.05,687.27,441.39
2244,2023-09-02,44,178,1,4,305.91,0.05,1162.46,772.26
2245,2023-09-02,62,193,3,1,766.84,0.0,766.84,465.89
2246,2023-09-02,16,114,3,2,20.71,0.0,41.42,28.67
2247,2023-09-02,13,114,3,2,590.9,0.1,1063.62,836.91
2248,2023-09-03,24,177,3,2,409.75,0.1,737.55,567.1
2249,2023-09-03,37,242,5,2,374.27,0.05,711.12,541.26
2250,2023-09-03,47,63,2,4,788.64,0.0,3154.58,2343.78
2251,2023-09-03,49,200,1,1,32.79,0.05,31.15,23.88
2252,2023-09-03,13,149,4,3,517.89,0.0,1553.67,1279.76
2253,2023-09-03,19,189,2,3,345.43,0.0,1036.28,838.41
2254,2023-09-03,69,126,3,2,522.66,0.1,940.79,771.31
2255,2023-09-03,67,37,5,3,695.06,0.1,1876.67,1227.67
2256,2023-09-03,14,92,2,1,35.04,0.05,33.29,20.11
2257,2023-09-03,72,231,5,3,541.67,0.0,1625.01,1166.45
2258,2023-09-03,43,164,1,2,454.66,0.05,863.85,595.25
2259,2023-09-03,61,27,1,2,45.78,0.0,91.55,65.35
2260,2023-09-03,32,144,1,1,246.43,0.0,246.43,174.22
2261,2023-09-03,63,243,2,1,641.67,0.0,641.67,452.05
2262,2023-09-04,58,110,2,2,783.95,0.1,1411.12,890.49
2263,2023-09-04,51,25,2,3,432.56,0.0,1297.68,799.69
2264,2023-09-04,40,69,5,1,496.38,0.05,471.57,296.44
2265,2023-09-04,36,14,5,2,131.54,0.0,263.08,219.29
2266,2023-09-04,16,121,2,4,468.97,0.0,1875.87,1257.24
2267,2023-09-04,61,31,5,2,230.66,0.05,438.26,365.18
2268,2023-09-04,71,173,1,1,664.45,0.0,664.45,443.48
2269,2023-09-04,71,246,5,2,291.31,0.0,582.62,423.22
2270,2023-09-04,11,119,3,1,283.15,0.0,283.15,182.95
2271,2023-09-05,72,232,3,1,220.6,0.0,220.6,179.88
2272,2023-09-05,56,93,4,1,374.13,0.0,374.13,280.25
2273,2023-09-05,61,147,4,4,71.45,0.0,285.8,186.73
2274,2023-09-05,44,218,4,1,572.74,0.1,515.47,415.08
2275,2023-09-05,71,40,4,2,667.82,0.0,1335.63,885.68
2276,2023-09-05,11,81,2,2,128.13,0.0,256.27,201.7
2277,2023-09-05,17,40,4,1,231.59,0.1,208.43,153.94
2278,2023-09-05,21,196,1,3,239.91,0.0,719.72,595.05
2279,2023-09-05,21,187,2,4,158.82,0.05,603.53,363.81
2280,2023-09-06,43,63,4,1,535.54,0.0,535.54,379.54
2281,2023-09-06,18,107,3,2,772.7,0.0,1545.39,1002.33
2282,2023-09-06,32,242,5,2,589.13,0.1,1060.43,771.82
2283,2023-09-06,65,66,1,2,748.0,0.0,1496.01,1205.98
2284,2023-09-06,9,58,4,2,502.08,0.1,903.75,591.6
2285,2023-09-06,63,213,4,2,126.77,0.1,228.18,138.82
